id,name,amenity,lon,lat,fog_pct_4pm,fog_pct_12pm,fog_pct_10am
node/1607230272,The Saloon,bar,-122.4070947,37.7985549,0.18,0.35,0.6
node/1680714458,Otherwise Brewing,pub,-122.4073409,37.7998739,0.18,0.35,0.6
node/1713269598,The Dubliner,pub,-122.4283147,37.7517359,0.18,0.42,0.6
node/1713269625,The Valley Tavern,pub,-122.4331353,37.7514698,0.18,0.42,0.6
node/1713269638,The Peaks,pub,-122.4342405,37.7509873,0.18,0.42,0.6
node/2069104070,The Liberties,bar,-122.4233571,37.7552542,0.18,0.38,0.6
node/2071647991,Tonga Room & Hurricane Bar,bar,-122.410008,37.792141,0.18,0.35,0.6
node/2249505473,The Summer Place,bar,-122.4105921,37.7898391,0.18,0.35,0.6
node/2250378561,Tope,bar,-122.4073582,37.8001651,0.18,0.4,0.57
node/2624201223,Hi Tops,pub,-122.4318228,37.7649986,0.18,0.34,0.56
node/2624201225,Bar 49,bar,-122.432524,37.7644304,0.18,0.34,0.56
node/2629113680,Cervecería de MateVeza,bar,-122.4285438,37.761163,0.18,0.34,0.56
node/3393396123,Last Drop Tavern,pub,-122.4086344,37.7899317,0.18,0.35,0.6
node/3637499305,Golden Gate Tap Room,pub,-122.408703,37.78893,0.18,0.35,0.6
node/3663976016,Lone Palm,bar,-122.4229151,37.7552947,0.18,0.38,0.6
node/3702219079,Tony Nik's Cafe,bar,-122.408984,37.8000247,0.18,0.35,0.6
node/3853311617,Last Rites,bar,-122.429452,37.7678129,0.18,0.34,0.56
node/3931497663,Key Klub,bar,-122.4113323,37.7899577,0.18,0.35,0.6
node/3975094188,HolyCraft Brewery,bar,-122.4099995,37.7973254,0.18,0.35,0.6
node/3984165039,Vieni Vieni,bar,-122.4090381,37.7989822,0.18,0.35,0.6
node/4039511536,Buddha,bar,-122.4065929,37.7952077,0.18,0.35,0.6
node/4055481596,Red's Place,bar,-122.4064364,37.7961449,0.18,0.35,0.6
node/4106923141,Bow Bow Cocktails,bar,-122.4070757,37.7975853,0.18,0.35,0.6
node/4108029915,Li Po Cocktail Lounge,bar,-122.4064547,37.7954225,0.18,0.35,0.6
node/4259746694,The Blue Room,bar,-122.4118742,37.7896538,0.18,0.35,0.6
node/4453775089,Boardroom,bar,-122.4086539,37.7988897,0.18,0.35,0.6
node/4533347390,Pacific Cocktail Haven,bar,-122.4095272,37.7893351,0.18,0.35,0.6
node/4614040398,Chief Sullivan's,pub,-122.4097428,37.7995354,0.18,0.35,0.6
node/4614040547,Gino and Carlo,pub,-122.4081417,37.799719,0.18,0.35,0.6
node/4614040551,Convivium Enoteca,bar,-122.4077954,37.7997661,0.18,0.35,0.6
node/4616010834,Duster's,pub,-122.4075152,37.7986289,0.18,0.35,0.6
node/4625320600,Noren Izakaya,pub,-122.4110142,37.800358,0.18,0.35,0.6
node/4628492031,Obscenity Bar & Lounge,bar,-122.4097357,37.789209,0.18,0.35,0.6
node/4972855035,Vinorosso Enoteca,bar,-122.4153708,37.7390486,0.18,0.39,0.64
node/5352315989,Churchill,pub,-122.4291843,37.7678473,0.18,0.34,0.56
node/6679598285,Maggie McGarrys,bar,-122.4074577,37.7994205,0.18,0.35,0.6
node/9023334561,Luau Lounge Tiki Bar,bar,-122.4103446,37.8112453,0.18,0.4,0.57
node/9181748926,Stookey's Club Moderne,bar,-122.4119492,37.7896441,0.18,0.35,0.6
node/9194418323,Sutter Pub & Restaurant,pub,-122.4120659,37.7889112,0.18,0.35,0.6
node/9322450623,Clock Bar,bar,-122.4087185,37.787738,0.18,0.35,0.6
node/9328656115,Persona,bar,-122.4115659,37.7887317,0.18,0.35,0.6
node/9403976636,The Beehive,bar,-122.4215245,37.7594191,0.18,0.38,0.6
node/9536469191,Savoy Tivoli,bar,-122.4074183,37.8002745,0.18,0.4,0.57
node/9958548306,Millay,bar,-122.4282827,37.7676721,0.18,0.34,0.56
node/10000755452,ENO Wine Bar,bar,-122.4087576,37.7879166,0.18,0.35,0.6
node/10043936904,Cold Drinks Bar,bar,-122.407759,37.7978985,0.18,0.35,0.6
node/10095744878,Moongate Lounge,bar,-122.4065757,37.7936719,0.18,0.35,0.6
node/12900325202,Rikki's,bar,-122.431471,37.7652703,0.18,0.34,0.56
node/13168483731,OneUP Lounge,bar,-122.4072866,37.7892704,0.18,0.35,0.6
node/13990909501,Kissakeko,bar,-122.4115205,37.795748,0.18,0.35,0.6
way/71209436,Pasha,bar,-122.4143462,37.7863892,0.16,0.31,0.57
way/260152109,Teeth,bar,-122.4189763,37.759867,0.16,0.35,0.59
node/281652933,Shotwell's,pub,-122.4156655,37.7587423,0.16,0.35,0.59
node/370196794,Custom Lounge,pub,-122.409904,37.7786408,0.16,0.31,0.57
node/418540495,Swig,bar,-122.4125033,37.7867153,0.16,0.31,0.57
node/529777817,Bourbon and Branch,bar,-122.4131628,37.785912,0.16,0.31,0.57
node/582779493,Clooney's Pub,bar,-122.4203499,37.7504256,0.16,0.35,0.59
node/582781745,Dovre Club,bar,-122.4205203,37.7489951,0.16,0.35,0.59
node/725066841,Rye,bar,-122.4145242,37.7866698,0.16,0.31,0.57
node/725096448,Bottle Club Pub,pub,-122.4124048,37.7867295,0.16,0.31,0.57
node/725096449,The Mortimer,bar,-122.4124456,37.7869597,0.16,0.31,0.57
node/731946793,Geary Club,pub,-122.4159328,37.7865056,0.16,0.31,0.57
node/774058148,Mission Bar,pub,-122.4184414,37.7540276,0.16,0.35,0.59
node/808930684,Jasper's,bar,-122.4115193,37.786117,0.16,0.31,0.57
way/939437493,Omg Club,bar,-122.4093293,37.7817642,0.16,0.31,0.57
node/983388331,AJ's Bar,bar,-122.4157435,37.7781961,0.16,0.31,0.57
node/1626468365,620 Jones,bar,-122.4128807,37.7870952,0.16,0.31,0.57
node/1649867191,Wildhawk,bar,-122.4207752,37.7602548,0.16,0.35,0.59
node/1839527429,Make Out Room,bar,-122.419366,37.7553007,0.16,0.35,0.59
node/1844653896,Zombie Village,bar,-122.413076,37.785513,0.16,0.31,0.57
node/1880217201,Azucar Lounge,pub,-122.411637,37.7739747,0.16,0.31,0.57
node/2131702647,Homestead,bar,-122.4146785,37.7604101,0.16,0.35,0.59
node/2253031247,Cinnabar,bar,-122.4126504,37.7847871,0.16,0.31,0.57
node/2337741914,Raven Bar,bar,-122.4088971,37.7757691,0.16,0.31,0.57
node/2343615613,Union Square Sports Bar,bar,-122.409519,37.7846208,0.16,0.31,0.57
node/2538427496,Bender's Bar and Grill,pub,-122.4171637,37.7602344,0.16,0.35,0.59
node/2879135417,The Phone Booth,bar,-122.4162912,37.7508668,0.16,0.35,0.59
node/2879135420,Pandora Karaoke Bar,bar,-122.4105077,37.7841206,0.16,0.31,0.57
node/3675574681,The Nite Cap,bar,-122.4161155,37.7853121,0.16,0.31,0.57
node/4261666983,Beauty Bar,bar,-122.4190503,37.7603764,0.16,0.35,0.59
node/4312016590,The Rumpus Room,bar,-122.4100401,37.7818459,0.16,0.31,0.57
node/4467802664,Balancoire,bar,-122.4184756,37.7561254,0.16,0.35,0.59
node/4548821700,Doc's Clock,bar,-122.4188042,37.7583654,0.16,0.35,0.59
node/4548821706,El Farolito Bar,bar,-122.4183324,37.7526946,0.16,0.35,0.59
node/4631708918,Jonell's,bar,-122.4129205,37.7847489,0.16,0.31,0.57
node/4934823007,The Napper Tandy,pub,-122.4164736,37.7524748,0.16,0.35,0.59
node/4937360419,El Trebol,bar,-122.4175471,37.7554153,0.16,0.35,0.59
node/4937368172,Evil Eye,bar,-122.4180938,37.7500359,0.16,0.35,0.59
node/6371909286,Black cat,bar,-122.4144505,37.7839108,0.16,0.31,0.57
node/6371947786,Charmaine's rooftop bar,bar,-122.4122888,37.780993,0.16,0.31,0.57
node/6426948685,20 Spot,bar,-122.4204199,37.7584304,0.16,0.35,0.59
node/9322450624,Cityscape Lounge,bar,-122.4109326,37.7853003,0.16,0.31,0.57
node/9593474639,The Library,bar,-122.4132729,37.7858838,0.16,0.31,0.57
node/9647295026,Fermentation Lab,pub,-122.4155015,37.7783946,0.16,0.31,0.57
node/9659740450,The European,bar,-122.4114078,37.7870831,0.16,0.31,0.57
node/9659806929,Resolute,bar,-122.4144477,37.7866893,0.16,0.31,0.57
node/10558070235,Buddy,bar,-122.4171081,37.7554502,0.16,0.35,0.59
node/10600380560,Bar TZA,bar,-122.4187743,37.7574019,0.16,0.35,0.59
node/10609477671,Royal Cuckoo Market,bar,-122.4186233,37.7603692,0.16,0.35,0.59
node/10977609709,Decant SF,bar,-122.409533,37.7756341,0.16,0.31,0.57
node/11362887388,Enterprise Brewing Company,pub,-122.410704,37.7771618,0.16,0.31,0.57
node/11699777854,Aunt Charlies Lounge,bar,-122.4113803,37.7830303,0.16,0.31,0.57
node/11777394339,Driftwood,bar,-122.4104282,37.7745531,0.16,0.31,0.57
node/11806415039,Casements,bar,-122.4189869,37.7594304,0.16,0.35,0.59
node/12133091149,Punsch Bar,bar,-122.4092532,37.7827313,0.16,0.31,0.57
node/12583335241,Radio Habana,bar,-122.4207974,37.7551095,0.16,0.35,0.59
node/12951004302,Indie Darling,bar,-122.4105181,37.780965,0.16,0.31,0.57
node/13027417998,Lagom Bar,bar,-122.4090446,37.782573,0.16,0.31,0.57
node/13103796137,Las Margaritas,bar,-122.4192534,37.752297,0.16,0.35,0.59
node/13176381001,Laszlo,bar,-122.4190265,37.7564579,0.16,0.35,0.59
node/13631146967,Etcetera Wine Bar,bar,-122.421319,37.7602888,0.16,0.35,0.59
node/13765410525,Arcana,bar,-122.4190806,37.7566653,0.16,0.35,0.59
node/13768629906,Latin American Club,bar,-122.4206643,37.7554302,0.16,0.35,0.59
node/61675193,Martuni's,bar,-122.4227728,37.7721282,0.14,0.34,0.55
node/61690921,Comstock Saloon,bar,-122.4056426,37.7969638,0.14,0.34,0.57
node/61692662,Mr. Bing's,pub,-122.4058551,37.7971431,0.14,0.34,0.57
node/61692712,Irish Times,pub,-122.4015526,37.7940403,0.14,0.34,0.57
node/61692857,Old Ship Saloon,pub,-122.4007139,37.7977871,0.14,0.34,0.57
way/112757637,Zeitgeist,pub,-122.4221201,37.7700366,0.14,0.34,0.55
way/260322174,500 Club,bar,-122.4241568,37.7630225,0.14,0.34,0.55
way/260973325,Standard Deviant,pub,-122.4194787,37.768506,0.14,0.34,0.55
node/265506505,Pops,pub,-122.4083499,37.7529503,0.14,0.35,0.57
node/275723361,Kilowatt,pub,-122.4232405,37.7649743,0.14,0.34,0.55
node/295082904,Elixir,pub,-122.4243046,37.7649242,0.14,0.34,0.55
node/302448211,Dalva,pub,-122.4224623,37.7647708,0.14,0.34,0.55
node/366710420,Specs Bar,pub,-122.40599,37.7976427,0.14,0.34,0.57
node/366711368,Cafe Tosca,pub,-122.4059615,37.7975454,0.14,0.34,0.57
node/366713190,15 Romolo,pub,-122.4063692,37.7982178,0.14,0.34,0.57
node/371007095,Cigar Bar,pub,-122.4034628,37.7970564,0.14,0.34,0.57
node/378440021,ABV,bar,-122.4235379,37.7649457,0.14,0.34,0.55
node/479491671,House of Shields,bar,-122.4012873,37.7882367,0.14,0.34,0.57
node/528511748,Delirium,pub,-122.4227284,37.764764,0.14,0.34,0.55
node/529771968,The Orbit Room,bar,-122.4252744,37.7706731,0.14,0.34,0.55
node/1320562876,Atlas Tap Room,pub,-122.4001637,37.7878983,0.14,0.34,0.57
node/1613829042,DaDa Bar,bar,-122.4002205,37.7881751,0.14,0.34,0.57
node/1617288110,Sutter Station Tavern,bar,-122.4009729,37.7898697,0.14,0.34,0.57
node/1617351128,Long Weekend Havana,bar,-122.4062868,37.7977824,0.14,0.34,0.57
node/1805750179,Southern Pacific Brewing,pub,-122.4139896,37.7601311,0.14,0.35,0.57
node/2166014681,Monroe San Francisco,bar,-122.4049362,37.7979623,0.14,0.34,0.57
node/2248286001,The Occidental Cigar Club,bar,-122.4036534,37.7916682,0.14,0.34,0.57
node/2249504566,Irish Bank,pub,-122.404722,37.7904363,0.14,0.34,0.57
node/2249505215,Murphy's,pub,-122.4040639,37.7900928,0.14,0.34,0.57
node/2454979580,The Sycamore,bar,-122.4196292,37.762774,0.14,0.34,0.55
node/2657881653,Variety Club Preview Room,bar,-122.4015992,37.7896193,0.14,0.34,0.57
node/2941409392,Rickhouse,bar,-122.403818,37.7904964,0.14,0.34,0.57
node/3061387376,Local Edition,bar,-122.4032007,37.7875747,0.14,0.34,0.57
node/3279458748,Asiento,bar,-122.409452,37.7577226,0.14,0.35,0.57
node/3408837756,Sool Bar and Lounge,bar,-122.4056559,37.7900206,0.14,0.34,0.57
node/3985400820,Grasslands Bar & Lounge,bar,-122.4053256,37.7963509,0.14,0.34,0.57
node/3985401493,Happy Billiard,bar,-122.4053859,37.7966358,0.14,0.34,0.57
node/3986887643,The Devil's Acre,pub,-122.4061685,37.7976771,0.14,0.34,0.57
node/4030143560,Trick Dog,bar,-122.4111877,37.7592203,0.14,0.35,0.57
node/4129601492,The Treasury,bar,-122.4010896,37.7912711,0.14,0.34,0.57
node/4143685674,Pagan Idol,bar,-122.403638,37.7907035,0.14,0.34,0.57
node/4343745976,Pied Piper,bar,-122.4020921,37.7883976,0.14,0.34,0.57
node/4403707689,Café Prague,pub,-122.4009685,37.7955107,0.14,0.34,0.57
node/4516187333,Dahlia,bar,-122.4198601,37.768386,0.14,0.34,0.55
node/4516193228,The Crafty Fox,pub,-122.4203472,37.7698488,0.14,0.34,0.55
node/4614040696,Score,pub,-122.405187,37.798171,0.14,0.34,0.57
node/4616136997,The Barrel Room,bar,-122.4015076,37.7941595,0.14,0.34,0.57
node/4839978312,Bar Fluxus,bar,-122.4049416,37.7902514,0.14,0.34,0.57
node/6242795781,Ruth’s at Treat Street,bar,-122.4131711,37.7526938,0.14,0.35,0.57
node/6679529685,Kell’s,bar,-122.4040582,37.7964373,0.14,0.34,0.57
node/9405810158,Fort Point Beer Company,pub,-122.421689,37.760967,0.14,0.34,0.55
node/9592886313,Sequoia Sake tasting room,bar,-122.4031529,37.74044,0.14,0.34,0.6
node/9592981167,Barebottle Taproom,pub,-122.4091302,37.7399113,0.14,0.34,0.6
node/9602091692,Lion's Den Bar & Lounge,bar,-122.4062528,37.7957379,0.14,0.34,0.57
node/9657629728,The Lark Bar,bar,-122.4027988,37.7879097,0.14,0.34,0.57
node/9662065899,Hôtel Biron,bar,-122.4218682,37.7736071,0.14,0.34,0.55
node/9684320117,Bar Part Time,bar,-122.424176,37.7681534,0.14,0.34,0.55
node/9943927508,Nightingale,bar,-122.4041287,37.7903654,0.14,0.34,0.57
node/9948792868,El Trebol #2,bar,-122.4137221,37.7526405,0.14,0.35,0.57
node/10538343244,EZ5 Cocktails,bar,-122.404378,37.794122,0.14,0.34,0.57
node/10538343245,Blind Pig,bar,-122.4062138,37.7925492,0.14,0.34,0.57
node/10555829843,Mother,bar,-122.4213338,37.7648164,0.14,0.34,0.55
node/10555829846,Skylark,bar,-122.4215576,37.7648183,0.14,0.34,0.55
node/10635333073,True Laurel,bar,-122.4114886,37.7594967,0.14,0.35,0.57
node/10635824452,El Chato,bar,-122.4094386,37.7575118,0.14,0.35,0.57
node/11032970208,Sam's Tavern,pub,-122.4035751,37.7909636,0.14,0.34,0.57
node/11043132735,Heartwood,pub,-122.4020082,37.7942741,0.14,0.34,0.57
node/11043335423,The Vault Garden,bar,-122.403564,37.7922622,0.14,0.34,0.57
node/11806415064,Hop Oast,bar,-122.4085736,37.748524,0.14,0.35,0.57
node/12115120001,Louie's Bar,bar,-122.3996758,37.7895975,0.14,0.34,0.57
node/12887035377,Paris 75,bar,-122.4058578,37.7978376,0.14,0.34,0.57
node/12887090805,Bamboo Hut,bar,-122.405093,37.7979485,0.14,0.34,0.57
node/13030734579,Casanova Lounge,bar,-122.4216786,37.7643859,0.14,0.34,0.55
node/13093722241,,bar,-122.4103873,37.7605716,0.14,0.35,0.57
node/13241913569,Sky Bar,bar,-122.4025399,37.7951943,0.14,0.34,0.57
node/13816468428,Blondies Bar,bar,-122.4219848,37.7642161,0.14,0.34,0.55
way/104600008,Hi Dive,pub,-122.3874724,37.7876272,0.12,0.3,0.56
way/132605452,Buzzworks,bar,-122.4128898,37.771304,0.12,0.32,0.54
node/1206794862,Rite Spot Cafe,bar,-122.4150115,37.7638277,0.12,0.32,0.54
node/1612773733,Butter,bar,-122.4132775,37.7710719,0.12,0.32,0.54
node/1806978712,Bar Agricole,bar,-122.4130526,37.7712823,0.12,0.32,0.54
node/5992714949,The City Club,bar,-122.417997,37.7650324,0.12,0.32,0.54
node/9596331674,SF Eagle,bar,-122.4133375,37.7699933,0.12,0.32,0.54
node/9596331675,Powerhouse,bar,-122.4121937,37.7731291,0.12,0.32,0.54
node/10635345334,Jolenes Bar,bar,-122.4133319,37.765597,0.12,0.32,0.54
node/11777394327,Hole In The Wall,bar,-122.4124752,37.7729234,0.12,0.32,0.54
node/14052475620,Bergerac,bar,-122.413761,37.7714013,0.12,0.32,0.54
way/1216690688,Barebottle Brew Co.,bar,-122.3963606,37.7893431,0.11,0.34,0.55
